Korean,English
코가 막혔을 때 2~3번 콧구멍 안에 분사를 하면 됩니다.  그럼 10분 후에 코막힘이 사라질 거에요.,You can inject it into your nostril and spray it 2~3 times when you have a stuffy nose. Then the congestion will be gone in 10 minutes.
아침에 일어났을 때 눈이 가렵고 건조한 느낌이 있습니다.,I have itchy and dry eyes when I wake up in the morning.
안구건조증이 있는 것 같네요. 이 안약을 사용 해 보세요.,You seem to have dry eyes. Try this eye drop.
안구건조증이요? 이 안약을 사용하면 건조함이 사라지나요? ,Dry eyes? Does the dryness disappear when I use the drop?
"훨씬 괜찮아질 거에요. 눈이 건조하다 싶을 때 수시로 눈에 1, 2방울 점안 하시면 됩니다.","You will feel much better. If your eyes feel dry, take 1,2 drops into the eyes."
생리통이 너무 심합니다. 허리 통증까지 있어요.,My period pain is too much. I even have a sore back.
그럼 이 진통제를 드셔보세요. 생리통에 특화된 진통제로 허리 통증까지 완화해 줍니다.,Take this painkiller. This is a specialized painkiller to relieve period pain with back pain.
그 약은 이미 복용한 적이 있습니다. 하지만 거의 효과를 보지 못했어요.,I've already taken one before. But it didn't work on me.
그런가요? 그럼 이 약을 복용 해 보세요. 한방 성분으로 이루어져 있어 몸에 순하게 작용합니다.,Really? Then take this one. It's made up of oriental medicine and it works more gently.
야구는 스포츠 펍에서 맥주와 같이 즐기는 게 최고야.,Watching baseball with a beer in sports pubs is the best way.
나는 반대야. 시끄러워서 경기 보는 데 방해만 돼.,I don't agree with that. It's noisy and there is too much distraction.
내가 아는 그 집은 정말 진지한 팬들만 와. 안 시끄러워.,Only serious fans come to that place I know. It's not loud.
저번에 네가 말한 데? 그렇다면 한번 가보자.,The place you mentioned the other day? Then let's go.
나는 야구 경기 동네 치킨집에서 보는걸 좋아해.,I like to watch baseball at the local chicken restaurant.
난 거기는 자리가 너무 좁고 더워서 싫던데.,I didn't like it because there were not that many seats and it's hot.
하지만 동네 아저씨들이 많아서 가끔 맥주도 사주고 하니까.,But there are a lot of local guys who buy us beers every now and then.
하긴 너는 항상 그 동네에서 살아서 그렇겠다.,"Right, you have always lived in that neighborhood."
모든 스포츠 중계는 안방에서 배 깔고 보는 게 최고지.,It's best to watch any of the sports in the living room lying on your belly.
넌 혼자 살면서 맨날 그렇게 보면 안 심심하냐?,Isn't that a bit boring when you live alone?
그렇지도 않은 게 나는 경기 보면서 목소리가 커져서.,Not really. I get really loud while I am watching it.
하긴 나가서 민폐 끼치는 것보다야 낫긴 하겠다.,I guess it would be better than going out and annoy others.
주로 야구는 제방에서 혼자 컴퓨터로 봅니다.,I usually watch baseball alone in my room.
컴퓨터로 보면 자주 끊기고 화질도 나쁘지 않나요?,Isn't the video lagging often and the quality pretty bad?
야구 할 때 우리 엄마가 연속극 봐서 할 수 없어요.,My mom watches a soap opera when baseball is on.
그럼 이제부터 같이 회사 맞은편에 호프집에서 볼래요?,"In that case, why don't we watch it together at the pub across the street from the company from now?"
야구는 직접 경기장에서 보는 게 최고라고 생각해.,I think watching baseball at the ground is the best thing.
네 목적은 치어리더들 구경하는 거 가는 거잖아?,"Your purpose is to go see cheerleaders, right?"
진정한 팬에게 그런 언사는 실례야. 사과해야겠어.,It's rude to say that to a true fan. You must apologize.
사과는 무슨. 네가 팬이라는 게 그 팀에게 실례다.,What apology? It's an offense to the team that you're a fan of them.
야구는 친한 친구들이랑 맥주 먹으면서가 최고지.,Baseball is the best when drinking beer with your best friends.
너희들은 주로 어디에서 보냐? 동네 있는 치킨집?,Where do you usually watch it? A chicken restaurant in your neighborhood?
우리는 주로 대학교 옆의 그 조그마한 호프집으로 가지.,We usually go to that little pub next to the university.
우리도 거기 가끔 가긴 하는데 음식이 좀 별로야.,"We sometimes go there, too, but the food is pretty poor."
야구 관람은 여자 친구랑 가는 게 제일 재미있지.,The most fun thing to do it to go to baseball games with your girlfriend.
나는 욕도 못 하게 하고 술도 못 먹게 해서 안 데려가.,I won't take her as she won't let me swear or drink.
너는 야구 볼 때 입이 민폐 수준으로 더러워 지긴 하지.,"When you watch a baseball game, your mouth gets criminally dirty."
너도 우리 팀 응원 해 봐라. 입에 욕을 달고 살 거다.,Try being a fan of my team. You will be swearing all the time too.
축구는 집에서 주로 봐요. 치킨 한 마리 시켜서.,"I usually watch soccer at home, after I order fried chicken."
하긴 요즘에는 물가가 너무 비싸서 그게 더 낫죠.,"Well, it's better because the prices are so high these days."
예 어렸을 때는 무조건 나가서 봤는데 이제 귀찮아요.,"Yes, when I was young, I always went to the games and now I can not be bothered."
저도 어렸을 땐 그랬어요. 그때가 좋았던 거 같아요.,I used to do that too when I was younger. Those were the days.
축구는 경기장에서 보는 게 제일 박진감 넘치는 것 같아.,I think watching soccer at the stadium is the most exciting thing.
자리에 따라 달라지지 않나? 너무 위쪽은 잘 안 보이던데.,Doesn't it depend on where you sit? I can't see well from the top seats.
우리 팀은 경기장이 조그매서 맨 위에서도 잘 보여.,My team's stadium is small so you can see well from the top.
그건 좋네. 우리 홈은 싼 좌석 끊으면 하나도 안 보이는데.,"That's great. At our ground, you can't see anything if you get the cheap seats."
그 나라 사람들한테 축구는 무조건 직관이에요.,"To people in that country, it is all about watching soccer at the grounds."
하긴 그 나라는 푯값도 아주 저렴하다고 들었어요.,"Yeah, I heard that the price of tickets in that country is also very cheap."
더 재미있는 건 원정석도 비어 있는 경우가 별로 없죠.,What's more interesting is that there are not many away seats empty either.
그런 열정이 우리나라에도 좀 생겼으면 좋겠는데.,I hope we will have that kind of passion in our country.
제가 듣기에 그 친구는 주로 펍에서 축구를 본데요.,I heard that guy usually watches soccer in pubs.
왜 그 나라까지 가서 그런데요? 나 같으면 주말마다 가겠는데.,Why did he go all the way to that country? I'd go every weekend if I were him.
경기 입장권이 장난이 아닌 데다가 표 구하기도 힘들다네요.,The ticket to a game is no joke and it's hard to get tickets anyway.
하긴 그 나라는 리그 중계권료만 해도 장난이 아니지.,I guess the broadcasting rights for the league there is pretty serious amount.
난 축구는 무조건 직관이라고 생각하지는 않아.,I don't think soccer is just about watching at the ground.
한번 가서 보면 그 생각이 바뀔 텐데. 진짜 재미있어.,You'll change your mind if you go and see it. It's really fun.
너는 가서 술 먹고 상대 팀 야유하는 재미로 가는 거잖아.,You're only going there to drink and mock the opposing team.
그게 전부라는 오해는 하지 말아줘. 가보면 알게 돼.,Please do not misunderstand it my main motive. You'll find out when you go.
저는 축구는 요새 주로 집관으로 즐기고 있습니다.,I usually watch soccer from home these days.
왜 그러시죠? 옛날엔 열정으로 가득하신 분이었는데.,What's wrong? You used to be full of passion for the game.
가장 큰 이유는 애들도 생겼고 팀 성적도 신통하지도 않고.,"The biggest reason is that we have kids, and my team's not doing too good either."
하긴 저도 애들이 축구를 싫어해서 방에서 혼자 봐요.,"Agree. My kids do not like soccer, so I watch it alone in my room."
그 팀 축구 경기는 무조건 집관을 추천한다 친구여.,"My friend, I would strongly recommend watching that team's game from home."
그 팀 잘하지 않냐? 가서 보는 게 재미있을 거 같은데.,Isn't that team good? I think it'll be fun to go and see.
다른 건 다 좋은데 그 팀 팬들이 좀 상태가 안 좋아.,"Everything else is good, but the team's fans are not very nice."
걔네 저번에도 인종차별인가 했다고 했지 진짜.,I did hear that there were some incidents of racism last time.
축구는 대체로 동네 술집에서 보는걸 좋아해요.,I usually like to watch soccer at a local bar.
집에서 경기장도 가까우신데 왜 펍에서 보시나요?,Why do you watch it at the pub when you live so close to the stadium?
펍에는 언제나 가면 아는 친구들이 있기 때문에.,Because I always see the guys I know when I go there.
저는 다른 동네 살아서 같은 팀 응원하는 사람이 없는데.,"I live in a neighborhood away from the ground, so there's no one who supports my team."
난 오늘 축구 경기는 무조건 동네 펍에서 볼 거야.,I'm going to watch a soccer game in the neighborhood pub.
마음대로 하렴. 나는 우리 가족이랑 직관 갈 거다.,Do as you please. I'm going to go to the game with my family.
너희 표는 어디에서 구했냐? 난 찾다가 포기했는데.,Where did you get your ticket? I tried to find it for quite a while but had to give up.
우리 삼촌 가족이 시즌권 있어서 빌려줬어. 지금 휴가 가셨거든.,"My uncle's family has a season ticket, so he lent it to us. He's on vacation now."
챔피언스 리그를 집에서 보기엔 좀 그렇지 않냐?,"It's a little bit awkward to watch the Champions League game at your place, isn't it?"
뭐가 문제인데? 집이 제일 편하고 좋기만 하구만.,What’s the issue? The house is the most comfortable and nice.
새벽 4시에 시작하는데 옆집에서 듣지 않을까?,It starts at 4:00 a.m. Shouldn't your neighbor hear us?
걱정 안 해도 돼. 우리 집은 방음이 잘돼서 문제없어.,You don't have to worry. My house is soundproofed really well so no problem.
리그 경기는 같은 팬들이랑 모여서 보는 게 최고지.,It's best to watch league games together with fellow fans.
나는 저번에 한번 다른 팬들 있는 술집에서 혼자 봤어.,I watched the game last time alone at a bar for full other rival fans.
왜 바보같이 그런 짓을 하는 거지? 안 위험해?,Why did you do something stupid like that? Isn't it a bit risky?
그날 술을 좀 먹었었거든. 그런데 재미있긴 했어.,I had more than a few drinks that day. But it was fun.
챔피언스 리그는 우리 집 옆에 스포츠 펍에서 보자.,Let's see the Champions League game at a sports pub next to my house.
나는 그날 일찍 자야 해. 아침에 어디 가야 하거든.,I have to go to bed early that day. I have to go somewhere the next morning.
갑자기 어디로 가냐? 어제까지만 해도 별말 없더니?,Where are you going all of a sudden? Why didn't say anything yesterday?
우리 집에 손님이 오셔서 공항으로 마중 가야 해.,My family has a visitor so I have to pick him up at the airport.
그 나라에 살았을 때 펍에서 축구 많이 봤겠네?,"When you lived in that country, you must have seen a lot of soccer in the pubs?"
그럼. 펍에서도 보고 가끔 경기장에 가기도 했어.,Of course. I watched it at the pub and sometimes went to the stadium.
그 팀 경기장 좋냐? 화면에서 볼 때 엄청나게 크기는 하던데.,"Do you like the team's stadium? As I see it on the tv, it's huge."
어 정말 좋아. 설계를 진짜 잘해 놔서 어디서든 보기 편해.,"Oh, it's really great. It is so well planned so that you can enjoy the match comfortably anywhere inside."
외국 사람들은 원정 경기도 자주 보러 가더군요.,People abroad manage to turn up at away games very often.
그 나라 축구 팬들은 진짜 열정이 대단하더라고요.,Soccer fans in that country have great passion.
근데 월요일 저녁 경기에도 사람이 많은 건 의외였어요.,But it was unexpected that there were many people even at Monday evening games.
저도 궁금하긴 했어요. 뭐 하는 양반들인데 그럴 시간이 있는지.,"I was curious, too. What do those guys do for living to have time for that?"
유럽 사람들의 축구 사랑은 정말 대단한 거 같아요.,I think people's love for soccer in Europe is great.
우리나라에 비교하면 정말 의아한 수준이긴 하죠.,It's almost a mystery compared to my country.
어렸을 적부터 축구를 접할 기회가 많아서 그렇겠죠.,I guess it's because they have a lot of opportunities to play soccer since they were young.
하긴 거기는 공원마다 축구장이 있던 것 같았어요.,Saying that I thought there was a soccer pitch in almost every park.
월드컵은 야외 공간에서 보는 게 제일 재미있어요.,It's the most fun to watch the World Cup in an outdoor space.
텔레비전에서 한번 봤는데 진짜 축제 분위기더군요.,I saw that on TV. The atmosphere was just like a festival.
맞아요. 진짜 축제 분위기에다 별사람이 다 있어요.,That's right. It's a festive mood and you get all sorts of people.
저도 다음번에는 한번 가봐야겠네요. 정말 부럽던데.,"I'll have to go next time, too. I was so envious when I saw that."
전 어렸을 때 학교 끝나고 야구장에 가는 게 낙이었어요.,"When I was young, I loved going to the ballpark after school."
저도 옛날에 자주 그랬었는데 요즘에는 학생만 잘 안 오더라고요.,"I used to do that a lot in the past, but only the students don't come very often these days."
우리 친구들은 초등학교 때 부터 그러고 놀았었는데.,My friends and I used to do that as early as when we were in elementary school.
맞아. 그때는 아저씨들 팩 소주 먹고 경기장에 던지고 했잖아요.,"That's right. Back then, you older guys used to drink carton soju and threw them into the ground."
우리 친척들이랑 이번 챔피언스 리그 결승 보러 갈 거야.,I'm going to watch this Champions League final with my relatives.
그 먼 데까지 보러 간다고? 너의 열정에 경의를 표한다.,You're going all the way to see it? I admire your passion.
우리 집안 사람들은 축구를 좋아해서. 재미있을 거야.,Everyone in my family likes football. It's going to be fun.
참 부럽다. 거기까지 가려면 돈이 만만치 않을 텐데.,I'm so jealous. The money to do that must be pretty serious amount.
방금 그 상황은 완전 보크였는데 저 심판 뭐지?,"I thought that was stone cold baulk, what's the umpire doing?"
내가 보기에도 보크 같았는데 심판이 못 본 것 같군.,"It looked like baulk to me too, but he doesn't seem to have seen it."
이럴 때는 삼루심이 나서서 지적해줘야 하는 건데.,"In this case, the third base umpire has to point it out."
오늘 경기는 완전 심판들에게 지배되고 있어.,Today's game is dominated by the umpires.
내가 보기에는 오프사이드가 아닌데 골 하나 버렸네.,"I think it's offside, and it robbed a goal."
오프사이드 맞아. 너희 선수 발이 더 앞이었어.,It's offside. Your player's foot was ahead.
그거랑 아무 상관 없어. 어깨가 수평이었잖아.,It has nothing to do with that. Their shoulders were level.
발이 먼저면 오프사이드 아닌가? 옛날에 그렇게 배웠는데.,Isn't it offside when your feet are further forward? That's how I learned it in the past.
저게 페널티라니 완전 말도 안 돼. 심판 왜 저러지?,That it is a penalty is absolutely ridiculous. What's wrong with the referee?
공격수가 태클에 걸려서 넘어졌잖아. 반칙 아니야?,The forward tripped over the tackle and fell. Isn't that foul?
저 정도로 반칙 주면 경기마다 페널티 열 개는 나올걸,You're gonna get 10 penalties for every game if you give decisions for that.
하지만 발에 공이 닫지 않았는데. 저러면 페널티 줘야지.,"But his foot didn't touch the ball. If you do that, it can only be a penalty."
주심이 거의 장님 수준이야. 왜 저게 스트라이크지?,The referee is almost blind. Why is that a strike?
공이 스트라이크존을 통과했는데 뭐가 문제야?,The ball went through the strike zone. What's the problem?
너는 지금 그 공이 포수 앞에서 땅에 튄 거 못 봤냐?,Didn't you see the ball hit the ground in front of the catcher?
스트라이크 존에 들어가면 상관없어. 심판이 잘 본 거야.,It doesn't matter as long as it passes the strike zone. The referee did a good job.
경기 내내 스트라이크 판정이 일관되지 않았어.,The strike calls were inconsistent throughout the game.
하긴 저 심판은 기준이 이상한 것으로 유명하더라.,"Well, that umpire is famous for his strange standards."
저번에 누가 육각형 존이라고 하더군. 근데 오늘은 더한데.,Someone said it was a hexagonal zone the other day. Today is even worse.
내가 보기에 저 사람 스트라이크 존은 사각형이 아니라 원이야.,"His strike zone, I think, is a circle, not a square."
스트라이크 존은 대개 타자 겨드랑이에서 무릎 사이야.,Strike zone is usually between the batter's knees and armpit.
야구 보면서 그게 지켜지지 않는 때가 너무 많았어요.,There were so many times when I watched baseball and they didn't stick to that.
심판마다 개인 편차가 있고 타자 키에 따라 달라지기도 하지.,Each one has his own version of it and it also depends on the height of the batter.
타자 키에 맞추면 우리 같은 일반인은 어떻게 알지?,How should average people like us know when it is adjusted to the batter's height?
저건 스트라이크존에 확실히 걸친 거라 보이는데.,It looks like it's definitely brushed the strike zone.
저런 상황이나 비디오판독 했으면 좋을 거 같아요.,I think it'd be nice to review it on a video for situations like this.
내가 보기에는 애매하긴 해도 볼이 맞는 거 같아요.,It's not easy to judge but it was just about off.
홈플레이트에서 가장자리를 스친 걸로 봤는데 저는.,I thought it just about passed over the corner of the home plate.
타구가 라인에 맞으면 페어가 맞는 걸로 알고 있는데.,"As far as I know, if the ball hits the line, it's fair."
라인에 조금이라도 맞으면 페어지만 그냥 가루가 튄 걸 수도.,"If you hit the baseline just by a little bit, it's fair, but maybe it's just chalked dust."
테니스 경기처럼 비디오 판독을 해봐야 알겠네요.,I guess they'll have to do a video review like they do in a tennis match.
그 기술 이름이 뭐였죠? 이글 아이라고 했던가?,What was the name of the technology? Was it called eagle eye?
방금 그게 왜 홈런이죠? 폴대 바깥쪽에 떨어졌는데.,Why is that a home run? It fell on the outside of the pole.
글쎄 저도 잘 모르겠네요. 이런 건 또 처음 보는 광경인데.,"Well, I don't know. I've never seen anything like this before."
한번 인터넷에서 알아보면 안 되나요? 궁금하네.,Can't you check it out on the Internet? I'm curious.
지금 보니 공이 폴대에 조금이라도 맞으면 홈런이라고 하네요.,"It says that if the ball touches the pole, it's a home run."
사실 앨리웁은 원칙대로 하면 파울인 게 맞아요.,"Alley oop is actually a foul, according to the rules."
지금까지 농구 보면서 파울 주는 일은 없었는데.,I haven't ever seen it given a foul when watching basketball.
공이 림으로 내려 올 때 건드리면 반칙이니까요.,"If you touch the ball when it is coming down towards the rim, it's a foul."
그런 복잡한 규정이 있는지 오늘 처음 알았네요.,It's my first time to hear that there's such a complicated rule.
선수가 머리에 충격을 받으면 치료받으러 나가야 해요.,"If a player receives a knock to his head, he has to go out for treatment."
그 팀은 그럼 한 명이 빠진 상태에서 뛰어야 하는 건데요?,"In that case, his team has to play on minus a player?"
요즘에 선수 보호한다고 규정이 그렇게 바뀌었거든요.,"These days, the rules have changed to protect players."
몇몇 선수들이 나중에 충격이 쌓여서 고생한다고 들었긴 했어요.,I've heard that some players suffer from brain damage later on.
"저 심판은 VAR를 너무 남용하는데, 경기 흐름만 따 깨 먹고.","The referee is abusing VARs too much, and he is ruining the game."
이미 VAR가 도입된 마당에서는 충분히 활용해야죠.,We need to make full use of VARs since they're already introduced.
그래도 저렇게 자주 쓰면 경기가 지루해져 버리잖아요.,"But if you use it so often, the game gets too boring."
VAR을 쓰는 횟수는 야구와 다르게 정해진 게 아니니 어쩔 수 없죠.,"The number of times we use VARs is not set unlike baseball, so we can't help it."
내년부터는 프리미어 리그에 VAR이 도입되는 거 아니었나?,Isn't VAR going to be introduced to the Premier League from next year?
다행히 아직 그들 리그에는 VAR이 도입되지 않았어.,"Fortunately, VARs have not been introduced in their league yet."
저번에 어떤 경기에서 비디오 판독하는 거 본 것 같은데.,I think I saw them using the video-reviewing in a game last time.
아마 하부리그 경기일 거야. 챔피언십은 사용하는 거로 알아.,Maybe it was a lower league game. I know they're using it in the Championship.
네가 말하는 골든골은 벌써 옛날에 사라진 규정이야.,The golden goal you're talking about is a regulation that's gone long ago.
그랬구나. 옛날에 우리나라가 그 규정 덕 좀 봤는데.,I see. Our country benefitted from the rule a long time ago.
월드컵 16강전이었지? 그 때문에 더 극적이긴 했지.,"It was the last 16 in the World Cup, right? That made it more dramatic."
아마 그 규정이 없었다면 경기가 어떻게 끝났을지 모르기도 하고.,I don't know how the game would have ended without the rules.
실버 골은 좀 바보 같은 규정었던 게 사실이긴 하지.,It's true that Silver Goal was a bit of a stupid rule.
그 규정이 정확하게 뭐였더라? 너는 기억나?,What exactly was the rule? Do you remember?
연장전 전반에 골 넣고 앞선 팀이 그냥 이기는 거였어.,The game finishes at the end of the first half if one of the teams went ahead.
선수들 입장에서는 확실히 맥 빠질 상황이긴 하네.,I'm sure it would have taken the wind out of the players.
스누커에서 맥시멈 브레이크를 기록하면 상금이 꽤 커.,The prize money is pretty big when you record the maximum break in snooker.
그 맥시멈 브레이크라는 게 정확히 뭔지 좀 말해줘.,Tell me exactly what that maximum break is.
브레이크에서 얻을 수 있는 최고 점수 147점으로 프레임을 끝내는 거.,To end the frame with a maximum score of 147 which is the higher possible from a break.
나 같은 사람들은 20 브레이크도 넘기기 힘든데 대단하구나.,People like me can hardly get over 20 breaks so that is amazing.
스누커는 적구를 넣고 다른 색의 공들을 노리는 게 순서야.,In snooker one pots the red balls and before going for differently colored balls.
스누커 다이를 보면 일반 다이의 두 배는 되는 거 같던데.,"When I saw a snooker table, it was twice as big as a normal table."
그래서 보통 어려운 게임이 아니야. 공들도 더 작고.,So it's more than a difficult game. Even the balls are smaller.
자세하게 설명해 주었으니 나도 한번 쳐보고 싶다.,"Since you explained it so well, I'd like to try it."
90년대 보스만 룰은 축구에 많은 영향을 끼쳤지.,"In the '90s, Bosman ruling has a massive influence in football."
그게 사람 이름이었지? 선수로서는 별로였다는 걸로 아는데.,"That was a person's name, wasn't it? I know he wasn't a good player."
그냥 그런 선수였는데 경기장 밖에서 한일로 더 유명해졌어.,"He was just an average player, but he became more famous for what he did outside of the pitch."
그 양반 때문에 축구선수들 몸값이 천문학적으로 오른 게 사실이지.,It's true that the footballer's price has risen astronomically because of him.
메이저 리그에서 빠던은 하지 않는 게 불문율이야.,It's the unwritten rule not to do bat-flip in the Major League.
KBO에서는 신인들도 하는데 거기는 왜지? 뜻밖인데?,"Even the newcomers do it in KBO, so why is it? That's a surprise?"
잘은 모르겠는데 선수들끼리의 존중과 관련된 건가 봐.,"I don't know, but it looks like it is about respect between the players."
하긴 그 리그가 은근슬쩍 보수적인 점이 있긴 하지.,"Well, there are some things about the league that's slightly conservative."
야 저 투수는 왜 타자 엉덩이에 대놓고 공을 맞힌 거냐?,Why did the pitcher hit the batter's butt with the ball?
메이저리그에서 빠던은 불문율이나 마찬가지니까.,Because bat flip is against the unwritten rule in the Major League.
아까 그래서 홈플레이트 들어갈 때 죽일 듯이 봤구나.,That's why he looked like he wanted to kill him when he reached the home plate.
거기에다 더 웃긴 건 맞고 반응도 안 하기로 되어있어.,And the funny thing about it is that you are not supposed to react if you get hit for it.
새로운 규칙 때문에 머리에 맞추면 자동 퇴장이야,"According to the new rules, hitting the batter's head with the ball is an automatic send off."
어제 그 투수는 사람 머리 맞추고 계속 던지던데.,"Yesterday, the pitcher stayed on after hitting the batter's head."
아마도 변화구 던지다가 그런 거겠지. 그건 괜찮아.,Maybe it's because he was throwing a breaking ball. That's okay.
"제구 안 좋은 투수들은 변화구만 던져야겠네, 그럼.","If so, pitchers with bad control should throw breaking balls all the time."
말도 안 되는 얘기지 저게 어떻게 봐서 핸들이야?,That's ridiculous. How do you think that's a handball?
핸들링은 심판의 주관에 의해 좌지우지되곤 하지.,Ball handling is often controlled by the referee.
내 말이 그 말이라고. 넘어지다가 맞은 건데 저걸 어쩌라고?,That's what I'm saying. What are you supposed to do when the ball hit the hand while he was slipping?
심판이 보기엔 팔을 거둬드릴 시간이 있었나 보지.,Looks like the referee thought there was enough time to move his arm away.
저 심판은 거의 매의 눈인데. 진짜 심판 잘 본다.,That referee has the hawk's eye. He's a good judge.
나도 지금까지 그렇게 정확한 심판은 본 적이 없어.,I've never seen such a precise referee before.
아까 그 오프사이드 정확하게 분 건 진짜 감동이었다.,I was so touched with that offside decision.
그리고 그 장면에서 부심과의 소통도 정말 좋았어.,And I thought the communication with the linesman was good as well.
내가 꼬마 때부터 봤어도 야구 규칙은 정말 어려운 게 많아.,"Even if I've watched it since I was a kid, baseball rules are really difficult."
요즘에는 쓰리 피트 룰이라고 또 이상한 게 생겼더구먼.,There's another weird thing called the Three Feet Rule these days.
또 새로운 게 생겼냐? 그건 또 뭐에 쓰는 규정인데?,Is there something new again? What is that for then?
타격 후 일루로 갈 때 선에서 3피트 이상 떨어지면 안 된다는 규정이야.,It's a rule not to run more than three feet away from the baseline after hitting the ball.
왜 저 주심은 페널티킥을 다시 차게 하는 거지?,Why did the referee order to retake the penalty kick?
페널티킥을 차기 전에 다른 선수들이 움직이면 안 돼.,No other players should move before taking a penalty kick.
나는 또 반칙이 너무 험해서 두 골 넣게 해주려는지 알았어.,I thought that the foul was so harsh that they were given the chance to score two goals.
먼저 상대 선수들이 움직이면 리바운드를 뺏기기 쉬우니 그런 거야.,It's because it's easy to lose the rebound if the opponents move first.
이번 같이 재미없는 월드컵은 진짜 내 인생 처음이다.,This is the first time in my life that I have seen such a boring World Cup.
나는 진짜 재미있게 봤는데 너는 또 왜 그러냐?,I really enjoyed it. What's wrong?
몰라 승부차기도 너무 많이 나왔고 멋진 골도 별로 없었고.,I don't know. There were too many penalty shootouts and not enough good goals.
나는 반대로 수비 보는 재미가 큰 월드컵이라 좋았어.,I liked it because it was a World Cup with an emphasis on defense which was fun for me.
난 이번 월드컵을 진짜 너무 재미가 있게 봤다.,I really enjoyed this World Cup.
우리나라는 조별 예선에서 떨어졌는데 뭐가 재미있었냐?,Our country failed in the qualifying round. What was so fun about it?
그래도 16강 대진하고 결승전이 너무 재미있었잖아.,But the match-up in the tournament and the final were so exciting.
결승전이 희대의 명승부였다는 것은 나도 인정한다.,I admit that the final was a great game.
내 기억으로는 1998년 월드컵이 제일 재미있었어.,"As far as I remember, the 1998 World Cup was the most interesting for me."
나는 그때 우리나라가 영혼까지 털린 것만 기억나는데.,I only remember our country was receiving a gut-wrenching drubbing.
그때 토너먼트부터 명승부가 많았어. 골도 많았고.,There were a lot of big wins from the tournament. There were also many goals.
하긴 그때 우승 후보가 결승에서 박살이 났었지.,That's the final when the favorites got smashed in the final.
우리나라는 월드컵을 개최하기엔 리그가 너무 인기가 없어.,"In our country, the league is too unpopular to hold the World Cup."
우리보다 훨씬 못하는 나라들도 리그 경기가 꽉꽉 차는 건 맞아.,Even countries that are not as good as us see their grounds packed week in-week out.
내가 보기엔 아시아의 호랑이라는 수식어도 옛말이야.,"As far as I'm concerned, the Tiger of Asia has lost its meaning now."
아시안 컵 우승하는지도 반세기나 됐으니 맞는 말이야.,That's right. It's been half a century since we won the Asian Cup.
월드컵이 언제부터 시작했는지 아버지는 아시나요?,"Do you know when the World Cup started, dad?"
월드컵은 1930년대에 출범했으니 역사가 오래됐지.,"The World Cup was launched in the 1930s, so it has a long history."
그때는 지금이랑 진행 방식이 완전히 달랐겠네요.,The tournament must have been in a totally different format then.
네 말이 맞아. 참가국이 처음엔 10개도 안 됐었어.,You're right. There were fewer than 10 participating countries at first.
한 달만 기다리면 월드컵 무대의 막이 오르겠군.,The grand opening of the World Cup is less than a month away.
나는 솔직히 월드컵보다 유로가 훨씬 더 재미있어.,I honestly think the Euro is much more fun than the World Cup.
월드컵이 더 상징성이 큰 대회인데 넌 왜 그렇냐?,Why do you say that when the World Cup is more symbolic?
유로는 다들 실력이 비등비등해서 더 치열하거든.,The Euro is more intense because there is very little that separates each team.
친구랑 다음 월드컵 개막전 입장권을 사기로 했어.,I've decided to buy tickets for the next World Cup opening match with my friend.
진짜냐? 액수가 만만치 않을 텐데 네가 무슨 돈으로?,Really? That's gonna be a lot of money and how are you going to afford it?
그래서 호주에 일 년 동안 워킹 홀리데이 하러 갈 거야.,That is why I'm going to Australia for a year on working holiday.
너도 참 대단한 인간이다. 가서 뱀이랑 악어 조심하렴.,You're an amazing human being. Watch out for snakes and crocodiles when you are there.
올해 월드컵 본선은 진짜 감동과 전율 그 자체였다.,This year's World Cup final was full of drama and thrills.
특히 결승 후반에 터진 그 골은 진짜 대박이었어.,Especially the goal in the second half of the final was huge.
그 골 넣은 선수는 무조건 빅 클럽으로 가겠지?,"The player who scored the goal will definitely go to a big club, right?"
경기하기 전부터 이미 물망에 올랐다는 거 같은데.,I think he was already on the list before the tournament started.
이번 월드컵 조별 대선은 진짜 죽음의 조인 데.,Our World Cup qualifying group this time is the real group of death.
나는 저번 대회가 최악이라고 생각했는데 이번엔 더하네.,"I thought the last tournament was the worst, but this time it's even more."
축구의 신이 우리나라를 버렸다는 생각이 든다.,I think the god of football have denounced our country.
내가 보기에는 골 득실 -10만 찍어도 기적이야.,It seems to me that even managing -10 goal difference would be a miracle.
내가 아는 사람이 월드컵을 가서 직접 봤는데 진짜 재미있었데.,Someone I know went to the World Cup to watch the game and he said it was really fun.
그래? 내가 아는 사람들도 거기 갔다 왔었는데.,Really? People I know have been there too.
다른 나라 친구들도 많이 사귀고 아주 재미있게 놀았다는데.,I heard he made many friends from other countries and had a lot of fun.
내 지인들은 훌리건 같은 애들이랑 숙소 같이 잡아서 무서워 죽을 뻔했데.,My acquaintances were scared to death because they booked the same accomodation as some holligans.
내 친구가 월드컵을 가서 직접 봤는데 훌리건이 진짜 많았데.,My friend went to the World Cup to watch it in person. He said there were so many hooligans.
설마 그 애 뉴스에서 나온 그 도시에서 묵었었냐?,Did he stay in the city that was on the news?
맞아. 걔 싸움 구경하고 있는 것도 뉴스에 찍혔어.,That's right. He was on the news watching a fight from a distance.
뒤에서 썩소 흘리고 있던 동양인 애가 하나 있었는데 그 친구였구나.,There was an Asian kid in the back who had an unapproving grin. That must have been him.
